Serial;Serial Resposta;Software;Marca;Modelo;Status;Local Fisico;Data Compra;Data Envio;Data Cobranca;Valor Cobranca;Forma Aquisicao;Local Cobranca;Operadora;Serial Chip;PDV
'6R509597';'6R509597';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;31/01/2025;69,90;Aluguel;Brasilcard;VIVO;'89551301301006811081';071507;
'6R525384';'6R525384';GER7;PAX;S920;ESTOQUE;BOLT_3C;01/01/2021;10/04/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510142';'6R510142';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/09/2023;31/05/2024;49,99;Aluguel;Brasilcard;Tim;'89555487000001625127';071552;
'6R509591';'6R509591';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;09/11/2023;01/01/2024;89,90;Aluguel;Brasilcard;;'';074027;
'6R509693';'6R509693';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/10/2023;109,90;Aluguel;Brasilcard;VIVO;'89551301301006811057';025985;
'6R509496';'6R509496';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/10/2023;109,90;Aluguel;Brasilcard;;'';025985;
'6R525368';'6R525368';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;19/03/2024;01/03/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006004745';070372;
'6R525387';'6R525387';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/11/2024;49,90;Aluguel;Brasilcard;NLT;'89551301301002843419';068206;
'6R508737';'6R508737';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/01/2100;50,00;Aluguel;DXC;VIVO;'89551301301006811065';071569;
'6R509407';'6R509407';GER7;PAX;S920;CORREIOS;LOJISTA;01/01/1900;09/09/2024;01/11/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006811461';071568;
'6R509367';'6R509367';GER7;PA;S920;CONFIGURADO;LOJISTA;01/01/1900;31/08/2023;30/09/2024;49,90;Aluguel;Brasilcard;VIVO;'89551301301006930410';070658;
'6R510136';'6R510136';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;03/10/2023;01/11/2023;79,90;Aluguel;Brasilcard;CLARO;'89550522060015219349';070551;
'6R509674';'6R509674';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;31/08/2023;30/06/2024;79,90;Aluguel;Brasilcard;VIVO_LINK;'89555487000002370186';063765;
'6R510140';'6R510140';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;11/06/2024;01/10/2024;60,00;Aluguel;Brasilcard;TNS- VIVO;'89551301301006810810';079463;
'6R509502';'6R509502';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;01/11/2024;01/01/2025;99,90;Aluguel;Brasilcard;Vivo;'89551301301013836287';085800;
'6R282097';'6R282097';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;15/03/2024;01/04/2024;79,90;Aluguel;Brasilcard;Tim;'89555487000001606838';077397;
'6R282483';'6R282483';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2022;14/11/2023;01/12/2023;79,90;Aluguel;Brasilcard;CLARO;'89550522060015329189';011503;
'6R282392';'6R282392';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/12/2023;79,90;Aluguel;Brasilcard;VIVO;'89551301301006811032';068476;
'6R282420';'6R282420';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;21/05/2024;01/03/2025;79,90;Aluguel;Brasilcard;Vivo;'89551301301012509141';078170;
'6R282309';'6R282309';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;20/01/2025;01/03/2025;119,90;Aluguel;Brasilcard;Tim;'89555487000000175983';059662;
'6R282394';'6R282394';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2020;28/03/2024;01/03/2024;109,90;Aluguel;Brasilcard;VIVO;'89551301301006005312';017092;
'6R282134';'6R282134';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/12/2023;79,90;Aluguel;Brasilcard;Vivo;'89551180137003746425';068466;
'6R282360';'6R282360';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/07/2024;31/12/2024;69,90;Aluguel;Brasilcard;TNS;'89551301301006806800';070491;
'6R282235';'6R282235';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/10/2023;79,90;Aluguel;Brasilcard;VIVO;'89551080357000009608';071504;
'6R510217';'6R510217';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/12/2023;79,90;Aluguel;Brasilcard;VIVO;'89551301301006930378';068471;
'6R282239';'6R282239';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;17/11/2023;01/01/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006920700';047778;
'6R282528';'6R282528';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;01/11/2023;30/11/2024;59,90;Aluguel;Brasilcard;TNS;'89551301301006806891';073846;
'6R282241';'6R282241';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;30/08/2023;01/10/2023;79,90;Aluguel;Brasilcard;;'';035957;
'6R282487';'6R282487';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;06/12/2024;01/02/2025;59,90;Aluguel;Brasilcard;CLARO;'89550534120044422979';087598;
'6R525323';'6R525323';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;25/09/2023;31/01/2024;59,90;Aluguel;Brasilcard;TNS;'89551301301006808939';072494;
'6R282243';'6R282243';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;15/03/2024;01/06/2024;69,90;Aluguel;Brasilcard;VIVO;'89551301301006930345';076492;
'6R282361';'6R282361';GER7;PAX;S920;ESTOQUE;BOLT_3C;08/08/2023;22/11/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510352';'6R510352';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;22/11/2024;01/02/2025;89,99;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301004614990';087314;
'6R282699';'6R282699';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;11/07/2024;01/01/2100;129,90;Aluguel;DXC;Vivo;'89551301301012508796';083098;
'6R282432';'6R282432';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;03/10/2023;01/11/2023;89,90;Aluguel;Brasilcard;TIM;'89555487000001272961';029938;
'6R282480';'6R282480';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/12/2023;79,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359400';065010;
'6R282590';'6R282590';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;31/07/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006930154';071635;
'6R510059';'6R510059';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;59,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006810752';071637;
'6R282196';'6R282196';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;89,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359582';051744;
'6R510207';'6R510207';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;89,90;Aluguel;Brasilcard;TNS;'89551301301006807402';051744;
'6R282470';'6R282470';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;26/12/2023;01/01/2024;44,36;Aluguel;Brasilcard;;'';071630;
'6R282210';'6R282210';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;15/10/2024;01/12/2024;79,90;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301003813676';079136;
'6R282242';'6R282242';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;25/10/2024;01/01/2100;79,90;Aluguel;DXC;;'';055184;
'6R282192';'6R282192';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;10/07/2024;01/01/2100;129,90;Aluguel;DXC;Claro;'89550522060006861000';083033;
'6R510214';'6R510214';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;22/02/2024;31/05/2024;69,90;Aluguel;Brasilcard;Tim;'89555487000001605400';076894;
'6R282466';'6R282466';GER7;PAX;S920;CORREIOS;LOJISTA;08/08/2023;09/09/2024;01/10/2024;79,90;Aluguel;Brasilcard;;'';071623;
'6R281764';'6R281764';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;69,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367502';069793;
'6R282484';'6R282484';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/11/2023;59,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006811479';058763;
'6R282367';'6R282367';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/11/2023;79,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006811115';071546;
'6R282500';'6R282500';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS;'89551301301006806933';026541;
'6R282501';'6R282501';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;89,90;Aluguel;Brasilcard;TNS;'89551301301006807873';051744;
'6R282477';'6R282477';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2100;89,90;Aluguel;DXC;TNS- VIVO;'89551301301006927382';051125;
'6R282578';'6R282578';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2100;79,90;Aluguel;DXC;VIVO;'89551301301006930360';071539;
'6R282529';'6R282529';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;20/01/2025;01/05/2025;89,90;Aluguel;Isencao Temporaria;VIVO;'89551301301006919751';088650;
'6R282482';'6R282482';GER7;PAX;S920;CORREIOS;LOJISTA;08/08/2023;10/09/2024;01/10/2024;59,90;Aluguel;Brasilcard;;'';071653;
'6R282423';'6R282423';GER7;PAX;S920;ESTOQUE;BOLT_3C;08/08/2023;22/06/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282519';'6R282519';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;59,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006930097';071573;
'6R282670';'6R282670';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;VIVO;'89551301301006930469';058604;
'6R525401';'6R525401';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;11/12/2024;01/03/2025;69,90;Aluguel;Brasilcard;Claro - TNS;'89550522060015856785';087277;
'6R282674';'6R282674';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;VIVO;'89551301301006930451';058604;
'6R282730';'6R282730';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;10/12/2024;01/04/2025;69,90;Aluguel;Isencao Temporaria;Claro;'89550532890023961781';085535;
'6R281754';'6R281754';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;10/04/2024;01/06/2024;79,90;Aluguel;Brasilcard;CLARO;'89550534120044441326';011251;
'6R282663';'6R282663';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;18/11/2024;01/03/2025;89,99;Aluguel;Brasilcard;Claro;'89550522060006462601';087281;
'6R282684';'6R282684';GER7;PAX;S920;ESTOQUE;GER - LUIS EDUARDO M;08/08/2023;03/10/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R282688';'6R282688';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;07/11/2024;01/01/2025;89,90;Aluguel;Brasilcard;CLARO;'89550522060015368344';046875;
'6R282526';'6R282526';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;12/04/2024;01/03/2025;79,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359517';070350;
'6R282098';'6R282098';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;15/03/2024;31/07/2024;89,90;Aluguel;Brasilcard;Tim;'89555487000001606523';033680;
'6R282681';'6R282681';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;29/11/2024;26/11/2024;426,55;Comodato;Comodato;TIM LINK;'89555487000001271831';083919;
'6R282522';'6R282522';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006811487';019951;
'6R282068';'6R282068';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;02/01/2025;01/03/2025;129,90;Aluguel;Brasilcard;Vivo;'89551301301006794865';085032;
'6R282508';'6R282508';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;26/07/2024;01/09/2024;79,90;Aluguel;Brasilcard;VIVO;'89551080357000065568';020172;
'6R282513';'6R282513';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;03/10/2023;01/11/2023;79,90;Aluguel;Brasilcard;VIVO;'89551080357000070279';059716;
'6R282550';'6R282550';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/12/2023;49,00;Aluguel;Brasilcard;TNS- CLARO;'89550522060015367569';071599;
'6R282425';'6R282425';GER7;PAX;S920;CORREIOS;LOJISTA;08/08/2023;09/09/2024;01/11/2024;89,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006930113';071600;
'6R282038';'6R282038';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;30/07/2024;01/09/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301012597815';041371;
'6R509926';'6R509926';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;01/01/2024;89,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359376';051744;
'6R510048';'6R510048';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;31/01/2024;01/02/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301006929198';035472;
'6R510041';'6R510041';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;19/12/2024;01/04/2025;49,90;Aluguel;Isencao Temporaria;Claro;'89550532150046518393';088025;
'6R510021';'6R510021';GER7;PAX;S920;CORREIOS;LOJISTA;08/08/2023;09/09/2024;01/10/2024;59,90;Aluguel;Brasilcard;;'';071638;
'6R510022';'6R510022';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;11/10/2024;29/11/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301006005965';082703;
'6R510037';'6R510037';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;30/07/2024;01/10/2024;99,99;Aluguel;Brasilcard;Claro;'89550534120044443629';059975;
'6R508910';'6R508910';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;26/12/2024;01/04/2025;69,90;Aluguel;Isencao Temporaria;Claro;'89550532150046519037';088162;
'6R510051';'6R510051';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;28/06/2024;30/11/2024;69,99;Aluguel;Brasilcard;Claro;'89550534120044417573';082918;
'6R510184';'6R510184';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;02/09/2023;01/10/2023;59,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006811586';032354;
'6R510125';'6R510125';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;14/02/2024;01/03/2024;109,90;Aluguel;Brasilcard;VIVO;'89551301301006996957';017441;
'6R509881';'6R509881';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;22/04/2024;01/08/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301006947919';077209;
'6R509965';'6R509965';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;22/03/2024;01/03/2024;109,90;Aluguel;Brasilcard;VIVO;'89551301301005825736';041035;
'6R510049';'6R510049';GER7;PAX;S920;CORREIOS;LOJISTA;08/08/2023;09/09/2024;01/10/2024;44,36;Aluguel;Brasilcard;;'';071612;
'6R510030';'6R510030';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;31/08/2024;44,36;Aluguel;Brasilcard;;'';071644;
'6R510070';'6R510070';GER7;PAX;S920;ESTOQUE;MANUTENÇÃO - PAX;08/08/2023;25/01/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509679';'6R509679';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/09/2023;30/11/2023;34,99;Aluguel;Brasilcard;VIVO;'89551301301006930501';071627;
'6R509981';'6R509981';GER7;PAX;S920;ESTOQUE;MANUTENÇÃO - PAX;08/08/2023;01/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510025';'6R510025';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;11/12/2024;01/04/2025;59,00;Aluguel;Isencao Temporaria;Claro;'89550532810045957641';087884;
'6R510056';'6R510056';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;04/06/2024;01/10/2024;99,90;Aluguel;Brasilcard;Vivo;'89551301301012564526';079306;
'6R510013';'6R510013';GER7;PAX;S920;ESTOQUE;BOLT_2A;08/08/2023;01/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509019';'6R509019';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;03/05/2024;31/07/2024;69,90;Aluguel;Brasilcard;CLARO;'89550534120044422912';078374;
'6R509352';'6R509352';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;20/02/2024;01/01/2100;59,90;Aluguel;DXC;VIVO;'89551301301006997757';076217;
'6R509878';'6R509878';GER7;PAX;S920;ESTOQUE;FABIO ARCANJO;08/08/2023;02/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509841';'6R509841';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;02/09/2023;01/10/2023;99,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359384';022073;
'6R509842';'6R509842';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;21/08/2024;01/10/2024;89,90;Aluguel;Brasilcard;Vivo;'89551301301012491266';018245;
'6R510176';'6R510176';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2024;22/01/2025;01/03/2025;59,90;Aluguel;Brasilcard;Vivo;'89551301301013831791';084502;
'6R510042';'6R510042';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;15/03/2024;01/03/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301006004554';041477;
'6R510167';'6R510167';GER7;PAX;S920;ESTOQUE;MANUTENÇÃO - PAX;01/01/2021;02/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510076';'6R510076';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;03/01/2024;31/08/2024;79,90;Aluguel;Brasilcard;VIVO ALLCOM;'89551080257082575775';049700;
'6R509859';'6R509859';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;17/05/2024;01/07/2024;69,99;Aluguel;Brasilcard;Vivo;'89551301301012509117';050184;
'6R509715';'6R509715';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;01/12/2023;69,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006927408';071063;
'6R509882';'6R509882';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;11/11/2024;11/11/2024;490,40;Comodato;Comodato;Claro;'89550532890023938771';087146;
'6R510077';'6R510077';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;21/12/2023;01/02/2024;89,90;Aluguel;Brasilcard;;'';075457;
'6R510151';'6R510151';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2020;28/08/2024;21/08/2024;472,82;Comodato;Comodato;Tim;'89555487000001650695';084152;
'6R510068';'6R510068';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;01/01/2099;109,00;Aluguel;Isencao Volume;TNS- VIVO;'89551301301006927416';048960;
'6R509862';'6R509862';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2000;16/09/2024;01/11/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301012597724';015563;
'6R509711';'6R509711';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;25/04/2024;01/06/2024;79,90;Aluguel;Brasilcard;Claro - TNS;'89550522060015838536';078386;
'6R508915';'6R508915';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;03/10/2023;01/12/2023;59,90;Aluguel;Brasilcard;CLARO;'89550522060015219166';070137;
'6R510115';'6R510115';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;22/08/2024;01/12/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301012597047';083513;
'6R509712';'6R509712';GER7;PAX;S920;CONFIGURADO;LOJISTA;25/05/2023;21/11/2024;01/01/2025;89,90;Aluguel;Brasilcard;TNS;'89551301301006808913';083935;
'6R509823';'6R509823';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;22/06/2024;01/09/2024;89,90;Aluguel;Brasilcard;TNS;'89551301301006808061';050369;
'6R510128';'6R510128';GER7;PAX;S920;ESTOQUE;BOLT_3C;01/01/2021;09/04/2024;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510116';'6R510116';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;10/01/2025;01/03/2025;79,90;Aluguel;Brasilcard;TNS - Rede Vivo;'89551301301003859141';076370;
'6R509311';'6R509311';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;29/08/2024;01/10/2024;99,90;Aluguel;Brasilcard;CLARO LINK;'89550522060015387823';068686;
'6R510152';'6R510152';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;02/09/2023;01/01/2024;89,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006927242';071412;
'6R510088';'6R510088';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;26/11/2024;01/01/2100;69,90;Aluguel;DXC;Claro;'89550532810045814685';087403;
'6R510163';'6R510163';GER7;PAX;S920;ESTOQUE;MANUTENÇÃO - PAX;01/01/2021;02/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R510085';'6R510085';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;23/11/2023;01/01/2100;89,90;Aluguel;DXC;TNS;'89551301301006809010';046839;
'6R509848';'6R509848';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2022;18/03/2024;01/02/2025;79,90;Aluguel;Brasilcard;VIVO;'89551301301006004620';035970;
'6R509855';'6R509855';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;23/10/2023;01/12/2023;79,90;Aluguel;Brasilcard;VIVO;'89551301301006759256';059182;
'6R508862';'6R508862';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;07/01/2025;01/04/2025;99,99;Aluguel;Isencao Temporaria;Vivo;'89551301301006919942';084822;
'6R509866';'6R509866';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;19/02/2024;01/11/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301006950004';076577;
'6R509865';'6R509865';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2024;09/12/2024;01/01/2100;99,90;Aluguel;DXC;VIVO;'89551301301006919264';019239;
'6R509669';'6R509669';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;18/12/2023;01/06/2024;69,90;Aluguel;Brasilcard;CLARO;'89550522060005579942';056796;
'6R510113';'6R510113';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;01/12/2023;49,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006927473';071698;
'6R509771';'6R509771';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;18/12/2023;01/01/2100;99,90;Aluguel;DXC;VIVO;'89551301301006921047';070183;
'6R509851';'6R509851';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;01/10/2023;39,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006927481';060697;
'6R510057';'6R510057';GER7;PAX;S920;ESTOQUE;MANUTENÇÃO - PAX;08/08/2023;04/09/2023;01/01/1900;0,00;-;Brasilcard;;'';000000;
'6R509993';'6R509993';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;01/04/2024;01/06/2024;79,90;Aluguel;Brasilcard;VIVO;'89551301301005824184';037038;
'6R509991';'6R509991';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;28/08/2024;01/11/2024;69,99;Aluguel;Brasilcard;Vivo;'89551301301012367102';084367;
'6R509856';'6R509856';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;28/10/2024;01/12/2024;99,90;Aluguel;Brasilcard;TIM - TNS;'89555487000000170422';057183;
'6R509853';'6R509853';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;22/12/2023;01/01/2024;109,00;Aluguel;Brasilcard;VIVO;'89551080357000052723';023560;
'6R510102';'6R510102';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;29/02/2024;39,90;Aluguel;Brasilcard;TNS- CLARO;'89550522060015359475';071721;
'6R509831';'6R509831';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;06/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006927135';015863;
'6R509664';'6R509664';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;06/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TIM - TNS;'89555487000000166545';071808;
'6R509845';'6R509845';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;17/04/2024;01/06/2024;79,90;Aluguel;Brasilcard;Vivo;'89551301301006948420';038193;
'6R509994';'6R509994';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;04/09/2023;01/10/2023;79,90;Aluguel;Brasilcard;TNS- VIVO;'89551301301006927176';011906;
'6R510119';'6R510119';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;31/07/2024;31/12/2024;59,99;Aluguel;Brasilcard;Vivo;'89551301301012597823';063335;
'6R509360';'6R509360';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;06/09/2023;30/11/2023;59,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927705';070176;
'6R509379';'6R509379';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2020;11/03/2024;01/03/2024;109,90;Aluguel;Brasilcard;CLARO;'89550534850017062515';021359;
'6R510096';'6R510096';GER7;PAX;S920;CONFIGURADO;LOJISTA;08/08/2023;22/05/2024;01/07/2024;109,90;Aluguel;Brasilcard;Vivo;'89551301301012563700';014760;
'6R509890';'6R509890';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/1900;06/09/2023;01/10/2023;109,90;Aluguel;Brasilcard;TNS - VIVO;'89551301301006927630';017251;
'6R509858';'6R509858';GER7;PAX;S920;CONFIGURADO;LOJISTA;01/01/2021;02/09/2024;01/12/2024;69,90;Aluguel;Brasilcard;Claro;'89550532150046518567';074324;
